Date,Open,High,Low,Close,Adj Close,Volume,Return
8/10/1992,0.417969,0.433594,0.414063,0.425781,0.330426,5888000,0.00391
8/11/1992,0.433594,0.433594,0.421875,0.429688,0.333458,4147200,-0.01953
8/12/1992,0.421875,0.425781,0.402344,0.410156,0.3183,12736000,0
8/13/1992,0.410156,0.416016,0.402344,0.410156,0.3183,48320000,-0.02344
8/14/1992,0.40625,0.414063,0.382813,0.386719,0.300112,17849600,0.00781
8/17/1992,0.390625,0.394531,0.382813,0.394531,0.306174,2681600,-0.00391
8/18/1992,0.382813,0.390625,0.382813,0.390625,0.303143,2860800,0
8/19/1992,0.382813,0.390625,0.382813,0.390625,0.303143,2380800,-0.00391
8/20/1992,0.390625,0.400391,0.378906,0.386719,0.300112,2489600,-0.00781
8/21/1992,0.386719,0.386719,0.378906,0.378906,0.294048,2048000,0.00391
8/24/1992,0.382813,0.386719,0.375,0.382813,0.29708,6905600,-0.00391
8/25/1992,0.375,0.382813,0.375,0.378906,0.294048,4128000,-0.00391
8/26/1992,0.375,0.382813,0.359375,0.375,0.291017,19385600,0.00781
8/27/1992,0.378906,0.386719,0.375,0.382813,0.29708,6169600,0.00781
8/28/1992,0.382813,0.390625,0.378906,0.390625,0.303143,3417600,-0.00195
8/31/1992,0.390625,0.394531,0.382813,0.388672,0.301627,4441600,0.00586
9/1/1992,0.390625,0.402344,0.386719,0.394531,0.306174,2387200,0.03711
9/2/1992,0.402344,0.433594,0.394531,0.431641,0.334973,11692800,0.01367
9/3/1992,0.429688,0.453125,0.429688,0.445313,0.345583,16480000,0.00391
9/4/1992,0.445313,0.453125,0.441406,0.449219,0.348615,4249600,0.03711
9/8/1992,0.453125,0.496094,0.445313,0.486328,0.377413,17139200,-0.00586
9/9/1992,0.464844,0.488281,0.453125,0.480469,0.372866,25299200,-0.00391
9/10/1992,0.472656,0.480469,0.464844,0.476563,0.369835,8889600,0.01172
9/11/1992,0.472656,0.5,0.472656,0.488281,0.378928,13036800,0.02344
9/14/1992,0.496094,0.515625,0.492188,0.511719,0.397117,13068800,-0.03125
9/15/1992,0.503906,0.513672,0.480469,0.480469,0.372866,18099200,-0.01563
9/16/1992,0.460938,0.476563,0.457031,0.464844,0.36074,14963200,-0.01953
9/17/1992,0.46875,0.472656,0.4375,0.445313,0.345583,13459200,-0.01953
9/18/1992,0.4375,0.445313,0.417969,0.425781,0.330426,17260800,0.03516
9/21/1992,0.429688,0.46875,0.417969,0.460938,0.357709,24012800,0.01953
9/22/1992,0.460938,0.484375,0.453125,0.480469,0.372866,19206400,-0.00391
9/23/1992,0.480469,0.480469,0.457031,0.476563,0.369835,26912000,0.00391
9/24/1992,0.480469,0.484375,0.46875,0.480469,0.372866,5459200,-0.00391
9/25/1992,0.476563,0.488281,0.472656,0.476563,0.369835,12102400,0.02539
9/28/1992,0.480469,0.503906,0.476563,0.501953,0.389539,7532800,-0.01953
9/29/1992,0.496094,0.503906,0.480469,0.482422,0.374382,9593600,-0.00977
9/30/1992,0.480469,0.488281,0.472656,0.472656,0.366803,11123200,-0.01172
10/1/1992,0.480469,0.480469,0.457031,0.460938,0.357709,4556800,-0.01172
10/2/1992,0.457031,0.460938,0.4375,0.449219,0.348615,5926400,0.00391
10/5/1992,0.425781,0.453125,0.421875,0.453125,0.351646,12755200,0.00391
10/6/1992,0.460938,0.460938,0.445313,0.457031,0.354677,6022400,-0.01172
10/7/1992,0.457031,0.457031,0.445313,0.445313,0.345583,3692800,0.01172
10/8/1992,0.449219,0.457031,0.445313,0.457031,0.354677,2470400,-0.00977
10/9/1992,0.457031,0.457031,0.445313,0.447266,0.347099,2432000,0.01758
10/12/1992,0.445313,0.464844,0.445313,0.464844,0.36074,4134400,0.00781
10/13/1992,0.464844,0.472656,0.457031,0.472656,0.366803,4390400,-0.00781
10/14/1992,0.472656,0.476563,0.460938,0.464844,0.36074,4742400,0.00391
10/15/1992,0.460938,0.472656,0.453125,0.46875,0.363771,2950400,0.01563
10/16/1992,0.46875,0.488281,0.460938,0.484375,0.375897,8774400,0.02344
10/19/1992,0.488281,0.507813,0.480469,0.507813,0.394086,14745600,-0.00781
10/20/1992,0.511719,0.515625,0.5,0.5,0.388023,8032000,-0.00781
10/21/1992,0.503906,0.503906,0.492188,0.492188,0.38196,3366400,0.01172
10/22/1992,0.5,0.503906,0.492188,0.503906,0.391054,5772800,-0.00391
10/23/1992,0.503906,0.507813,0.496094,0.5,0.388023,5785600,-0.00391
10/26/1992,0.507813,0.507813,0.492188,0.496094,0.384992,7436800,-0.03516
10/27/1992,0.496094,0.496094,0.453125,0.460938,0.357709,19462400,-0.01953
10/28/1992,0.457031,0.464844,0.4375,0.441406,0.342551,22240000,0.02734
10/29/1992,0.453125,0.46875,0.445313,0.46875,0.363771,21280000,-0.00781
10/30/1992,0.46875,0.46875,0.457031,0.460938,0.357709,5120000,-0.01563
11/2/1992,0.464844,0.46875,0.445313,0.445313,0.345583,18604800,0.01172
11/3/1992,0.449219,0.457031,0.441406,0.457031,0.354677,5952000,-0.00195
11/4/1992,0.457031,0.460938,0.449219,0.455078,0.353162,3699200,0.00977
11/5/1992,0.449219,0.464844,0.449219,0.464844,0.36074,17504000,0.03125
11/6/1992,0.46875,0.5,0.460938,0.496094,0.384992,25056000,0.00391
11/9/1992,0.5,0.507813,0.488281,0.5,0.388023,13024000,-0.01172
11/10/1992,0.503906,0.503906,0.484375,0.488281,0.378928,4870400,0.00781
11/11/1992,0.492188,0.5,0.484375,0.496094,0.384992,4230400,-0.01563
11/12/1992,0.5,0.503906,0.480469,0.480469,0.372866,12524800,0.01953
11/13/1992,0.488281,0.503906,0.480469,0.5,0.388023,11520000,0.00391
11/16/1992,0.503906,0.507813,0.496094,0.503906,0.391054,12582400,0.00391
11/17/1992,0.507813,0.507813,0.5,0.507813,0.394086,8256000,0.02344
11/18/1992,0.5,0.535156,0.5,0.53125,0.412274,25280000,0.03125
11/19/1992,0.53125,0.5625,0.53125,0.5625,0.436526,19276800,-0.00586
11/20/1992,0.5625,0.585938,0.554688,0.556641,0.431979,46131200,0.00195
11/23/1992,0.5625,0.566406,0.539063,0.558594,0.433495,16620800,0.00391
11/24/1992,0.5625,0.574219,0.554688,0.5625,0.436526,6067200,0.01367
11/25/1992,0.566406,0.582031,0.558594,0.576172,0.447136,8051200,-0.00391
11/27/1992,0.582031,0.582031,0.570313,0.572266,0.444105,2464000,0.01758
11/30/1992,0.582031,0.59375,0.566406,0.589844,0.457746,9465600,-0.01172
12/1/1992,0.59375,0.59375,0.570313,0.578125,0.448652,9171200,-0.01953
12/2/1992,0.574219,0.574219,0.527344,0.558594,0.433495,44780800,-0.00781
12/3/1992,0.558594,0.558594,0.527344,0.550781,0.427431,28006400,0
12/4/1992,0.541016,0.554688,0.527344,0.550781,0.427431,24364800,-0.01367
12/7/1992,0.554688,0.554688,0.535156,0.537109,0.416821,34515200,-0.00195
12/8/1992,0.539063,0.542969,0.527344,0.535156,0.415306,16448000,-0.00781
12/9/1992,0.527344,0.537109,0.515625,0.527344,0.409243,7718400,0.01953
12/10/1992,0.519531,0.550781,0.519531,0.546875,0.4244,14259200,-0.00391
12/11/1992,0.550781,0.550781,0.542969,0.542969,0.421369,5734400,-0.00781
12/14/1992,0.546875,0.546875,0.53125,0.535156,0.415306,7123200,0.01563
12/15/1992,0.535156,0.550781,0.527344,0.550781,0.427431,6867200,0.01172
12/16/1992,0.548828,0.574219,0.542969,0.5625,0.436526,17529600,0.01563
12/17/1992,0.570313,0.582031,0.5625,0.578125,0.448652,14988800,-0.00391
12/18/1992,0.578125,0.582031,0.574219,0.574219,0.44562,4473600,0.00781
12/21/1992,0.574219,0.582031,0.558594,0.582031,0.451683,3046400,-0.01172
12/22/1992,0.582031,0.582031,0.566406,0.570313,0.442589,4441600,-0.01563
12/23/1992,0.566406,0.570313,0.550781,0.554688,0.430463,7808000,-0.00781
12/24/1992,0.554688,0.554688,0.542969,0.546875,0.4244,5420800,-0.00195
12/28/1992,0.546875,0.546875,0.53125,0.544922,0.422884,3699200,0.01758
12/29/1992,0.539063,0.5625,0.539063,0.5625,0.436526,13766400,0
12/30/1992,0.5625,0.566406,0.554688,0.5625,0.436526,8992000,0.01563
12/31/1992,0.566406,0.582031,0.558594,0.578125,0.448652,5836800,0.00391
1/4/1993,0.582031,0.585938,0.574219,0.582031,0.451683,13376000,0.01172
1/5/1993,0.578125,0.597656,0.570313,0.59375,0.460777,14240000,0.00781
1/6/1993,0.597656,0.605469,0.589844,0.601563,0.46684,18329600,0.01563
1/7/1993,0.601563,0.636719,0.597656,0.617188,0.478966,33414400,-0.00781
1/8/1993,0.617188,0.625,0.597656,0.609375,0.472903,24044800,-0.00781
1/11/1993,0.613281,0.621094,0.585938,0.601563,0.46684,15705600,-0.00586
1/12/1993,0.609375,0.609375,0.59375,0.595703,0.462293,6220800,-0.00195
1/13/1993,0.601563,0.605469,0.589844,0.59375,0.460777,14291200,0.04688
1/14/1993,0.59375,0.640625,0.585938,0.640625,0.497154,19065600,-0.01172
1/15/1993,0.644531,0.660156,0.625,0.628906,0.48806,32748800,0.00781
1/18/1993,0.628906,0.636719,0.617188,0.636719,0.494123,10521600,-0.01563
1/19/1993,0.640625,0.644531,0.613281,0.621094,0.481998,11148800,-0.01367
1/20/1993,0.621094,0.621094,0.605469,0.607422,0.471387,7315200,-0.01367
1/21/1993,0.609375,0.613281,0.589844,0.59375,0.460777,15052800,0.01172
1/22/1993,0.601563,0.609375,0.59375,0.605469,0.469872,9196800,0.00781
1/25/1993,0.605469,0.617188,0.597656,0.613281,0.475934,13228800,0
1/26/1993,0.613281,0.613281,0.605469,0.613281,0.475934,10803200,-0.01563
1/27/1993,0.613281,0.613281,0.582031,0.597656,0.463809,10060800,-0.00781
1/28/1993,0.597656,0.597656,0.585938,0.589844,0.457746,3468800,0.01172
1/29/1993,0.591797,0.605469,0.589844,0.601563,0.46684,2848000,-0.01172
2/1/1993,0.597656,0.601563,0.589844,0.589844,0.457746,7974400,0.01172
2/2/1993,0.589844,0.613281,0.589844,0.601563,0.46684,17094400,0
2/3/1993,0.613281,0.613281,0.601563,0.601563,0.46684,6099200,0.02344
2/4/1993,0.601563,0.625,0.601563,0.625,0.485029,10611200,-0.02344
2/5/1993,0.625,0.625,0.601563,0.601563,0.46684,8742400,-0.00977
2/8/1993,0.601563,0.609375,0.585938,0.591797,0.459262,6201600,-0.02148
2/9/1993,0.597656,0.597656,0.558594,0.570313,0.442589,16409600,-0.01563
2/10/1993,0.574219,0.578125,0.542969,0.554688,0.430463,11840000,0.00391
2/11/1993,0.554688,0.566406,0.546875,0.558594,0.433495,4608000,-0.00195
2/12/1993,0.558594,0.566406,0.550781,0.556641,0.431979,3769600,-0.01367
2/16/1993,0.542969,0.550781,0.527344,0.542969,0.421369,21036800,-0.01367
2/17/1993,0.542969,0.550781,0.523438,0.529297,0.410759,25715200,0.00977
2/18/1993,0.535156,0.542969,0.527344,0.539063,0.418338,11219200,-0.00781
2/19/1993,0.542969,0.546875,0.527344,0.53125,0.412274,9798400,-0.00195
2/22/1993,0.53125,0.539063,0.523438,0.529297,0.410759,5184000,-0.01367
2/23/1993,0.53125,0.53125,0.496094,0.515625,0.400149,20089600,0.01172
2/24/1993,0.507813,0.527344,0.496094,0.527344,0.409243,16672000,0.03125
2/25/1993,0.527344,0.558594,0.519531,0.558594,0.433495,10336000,0.00781
2/26/1993,0.5625,0.566406,0.554688,0.566406,0.439557,4563200,-0.01563
3/1/1993,0.566406,0.566406,0.550781,0.550781,0.427431,2956800,0.01953
3/2/1993,0.558594,0.574219,0.546875,0.570313,0.442589,6374400,0.01563
3/3/1993,0.566406,0.585938,0.566406,0.585938,0.454715,6956800,0
3/4/1993,0.585938,0.597656,0.582031,0.585938,0.454715,17971200,-0.00781
3/5/1993,0.585938,0.587891,0.570313,0.578125,0.448652,4896000,0
3/8/1993,0.574219,0.585938,0.570313,0.578125,0.448652,5075200,0
3/9/1993,0.574219,0.578125,0.5625,0.578125,0.448652,5280000,-0.00781
3/10/1993,0.578125,0.578125,0.570313,0.570313,0.442589,3104000,0.04492
3/11/1993,0.585938,0.625,0.585938,0.615234,0.47745,29836800,-0.00976
3/12/1993,0.613281,0.617188,0.601563,0.605469,0.469872,15372800,0.01953
3/15/1993,0.613281,0.628906,0.605469,0.625,0.485029,8569600,-0.00781
3/16/1993,0.625,0.628906,0.605469,0.617188,0.478966,7276800,-0.00781
3/17/1993,0.609375,0.617188,0.601563,0.609375,0.472903,5907200,-0.00391
3/18/1993,0.609375,0.617188,0.605469,0.605469,0.469872,2547200,-0.00391
3/19/1993,0.613281,0.613281,0.601563,0.601563,0.46684,2745600,0
3/22/1993,0.597656,0.605469,0.589844,0.601563,0.46684,3737600,0.00391
3/23/1993,0.601563,0.613281,0.59375,0.605469,0.469872,7929600,0
3/24/1993,0.605469,0.613281,0.601563,0.605469,0.469872,6816000,0.00781
3/25/1993,0.605469,0.619141,0.601563,0.613281,0.475934,4601600,-0.02344
3/26/1993,0.621094,0.621094,0.585938,0.589844,0.457746,13171200,-0.00391
3/29/1993,0.585938,0.589844,0.574219,0.585938,0.454715,4569600,-0.01172
3/30/1993,0.589844,0.597656,0.574219,0.574219,0.44562,5478400,0.01953
3/31/1993,0.582031,0.597656,0.578125,0.59375,0.460777,4524800,0.00391
4/1/1993,0.59375,0.597656,0.585938,0.597656,0.463809,2784000,-0.00781
4/2/1993,0.59375,0.597656,0.582031,0.589844,0.457746,5049600,-0.00391
4/5/1993,0.589844,0.589844,0.578125,0.585938,0.454715,3001600,-0.03906
4/6/1993,0.585938,0.585938,0.542969,0.546875,0.4244,23270400,0.01563
4/7/1993,0.546875,0.5625,0.535156,0.5625,0.436526,14681600,0.04688
4/8/1993,0.566406,0.613281,0.5625,0.609375,0.472903,17817600,-0.00391
4/12/1993,0.609375,0.617188,0.597656,0.605469,0.469872,9100800,0.01172
4/13/1993,0.609375,0.625,0.601563,0.617188,0.478966,6752000,0
4/14/1993,0.625,0.625,0.609375,0.617188,0.478966,2873600,0
4/15/1993,0.613281,0.617188,0.609375,0.617188,0.478966,2886400,-0.01172
4/16/1993,0.613281,0.617188,0.601563,0.605469,0.469872,7936000,0.01563
4/19/1993,0.601563,0.625,0.597656,0.621094,0.481998,8748800,-0.02734
4/20/1993,0.617188,0.628906,0.582031,0.59375,0.460777,19801600,0.01172
4/21/1993,0.601563,0.609375,0.589844,0.605469,0.469872,10035200,0.00391
4/22/1993,0.605469,0.617188,0.59375,0.609375,0.472903,7628800,-0.01953
4/23/1993,0.609375,0.613281,0.585938,0.589844,0.457746,6246400,-0.00195
4/26/1993,0.589844,0.597656,0.578125,0.587891,0.45623,5990400,0.00195
4/27/1993,0.589844,0.589844,0.574219,0.589844,0.457746,5280000,0.01172
4/28/1993,0.589844,0.601563,0.582031,0.601563,0.46684,4595200,0.00781
4/29/1993,0.601563,0.613281,0.589844,0.609375,0.472903,6297600,-0.00391
4/30/1993,0.617188,0.621094,0.605469,0.605469,0.469872,5964800,0.02734
5/3/1993,0.617188,0.636719,0.609375,0.632813,0.491092,17926400,0.02344
5/4/1993,0.632813,0.664063,0.628906,0.65625,0.50928,28633600,0.00391
5/5/1993,0.660156,0.675781,0.652344,0.660156,0.512311,42073600,0.00781
5/6/1993,0.660156,0.683594,0.660156,0.667969,0.518374,12256000,-0.00781
5/7/1993,0.667969,0.675781,0.660156,0.660156,0.512311,3564800,0.02734
5/10/1993,0.660156,0.6875,0.660156,0.6875,0.533531,11334400,0.01563
5/11/1993,0.683594,0.707031,0.679688,0.703125,0.545657,15891200,-0.01172
5/12/1993,0.703125,0.703125,0.683594,0.691406,0.536563,19750400,-0.01563
5/13/1993,0.6875,0.6875,0.667969,0.675781,0.524437,10489600,0.01563
5/14/1993,0.667969,0.695313,0.660156,0.691406,0.536563,13088000,-0.00586
5/17/1993,0.695313,0.703125,0.667969,0.685547,0.532016,9683200,0.00977
5/18/1993,0.683594,0.699219,0.683594,0.695313,0.539595,7244800,0.00391
5/19/1993,0.695313,0.703125,0.6875,0.699219,0.542626,10726400,0.04688
5/20/1993,0.703125,0.746094,0.699219,0.746094,0.579003,30355200,-0.01563
5/21/1993,0.746094,0.746094,0.726563,0.730469,0.566877,24134400,0.00391
5/24/1993,0.726563,0.738281,0.714844,0.734375,0.569909,15596800,0.00391
5/25/1993,0.734375,0.738281,0.726563,0.738281,0.57294,8627200,0.01172
5/26/1993,0.738281,0.75,0.730469,0.75,0.582034,10630400,0.00781
5/27/1993,0.753906,0.761719,0.75,0.757813,0.588098,10636800,-0.00781
5/28/1993,0.757813,0.757813,0.742188,0.75,0.582034,10681600,-0.01563
6/1/1993,0.75,0.75,0.71875,0.734375,0.569909,15065600,0
6/2/1993,0.734375,0.742188,0.71875,0.734375,0.569909,9049600,0.01758
6/3/1993,0.730469,0.757813,0.730469,0.751953,0.58355,11008000,-0.00977
6/4/1993,0.746094,0.75,0.740234,0.742188,0.575972,4691200,0.01953
6/7/1993,0.75,0.761719,0.738281,0.761719,0.591129,6374400,-0.03906
6/8/1993,0.738281,0.738281,0.722656,0.722656,0.560814,17606400,0.00781
6/9/1993,0.722656,0.742188,0.722656,0.730469,0.566877,12614400,0.00781
6/10/1993,0.730469,0.738281,0.726563,0.738281,0.57294,7712000,0.02734
6/11/1993,0.730469,0.777344,0.730469,0.765625,0.59416,14060800,-0.00781
6/14/1993,0.761719,0.769531,0.75,0.757813,0.588098,6457600,-0.01563
6/15/1993,0.753906,0.765625,0.734375,0.742188,0.575972,5753600,0.01172
6/16/1993,0.730469,0.753906,0.730469,0.753906,0.585066,6195200,0.00391
6/17/1993,0.746094,0.759766,0.746094,0.757813,0.588098,4025600,-0.03516
6/18/1993,0.757813,0.757813,0.71875,0.722656,0.560814,14003200,-0.01758
6/21/1993,0.730469,0.730469,0.695313,0.705078,0.547173,13030400,0.02149
6/22/1993,0.699219,0.738281,0.699219,0.726563,0.563846,13811200,-0.00781
6/23/1993,0.732422,0.732422,0.714844,0.71875,0.557783,4998400,0.02344
6/24/1993,0.71875,0.746094,0.707031,0.742188,0.575972,11520000,0.01563
6/25/1993,0.75,0.761719,0.742188,0.757813,0.588098,6278400,0.00781
6/28/1993,0.765625,0.765625,0.753906,0.765625,0.59416,3500800,-0.01563
6/29/1993,0.765625,0.765625,0.75,0.75,0.582034,6150400,0.01563
6/30/1993,0.75,0.765625,0.75,0.765625,0.59416,8140800,0.00781
7/1/1993,0.761719,0.773438,0.75,0.773438,0.600223,12441600,0.03125
7/2/1993,0.785156,0.8125,0.773438,0.804688,0.624475,20870400,0.03125
7/6/1993,0.816406,0.84375,0.8125,0.835938,0.648726,19302400,-0.00781
7/7/1993,0.835938,0.835938,0.820313,0.828125,0.642663,15660800,0.00586
7/8/1993,0.832031,0.839844,0.828125,0.833984,0.64721,10982400,-0.02539
7/9/1993,0.828125,0.828125,0.808594,0.808594,0.627506,13344000,-0.03516
7/12/1993,0.796875,0.796875,0.769531,0.773438,0.600223,21868800,-0.01953
7/13/1993,0.773438,0.779297,0.75,0.753906,0.585066,22316800,0.02344
7/14/1993,0.75,0.789063,0.75,0.777344,0.603254,20172800,0.00391
7/15/1993,0.777344,0.792969,0.769531,0.78125,0.606286,12601600,0
7/16/1993,0.78125,0.792969,0.777344,0.78125,0.606286,10681600,-0.01563
7/19/1993,0.773438,0.777344,0.753906,0.765625,0.59416,18796800,0.00781
7/20/1993,0.765625,0.785156,0.75,0.773438,0.600223,14739200,0.01172
7/21/1993,0.777344,0.789063,0.769531,0.785156,0.609317,11539200,-0.03125
7/22/1993,0.78125,0.785156,0.746094,0.753906,0.585066,11270400,0.00781
7/23/1993,0.753906,0.773438,0.746094,0.761719,0.591129,9811200,-0.01563
7/26/1993,0.761719,0.773438,0.742188,0.746094,0.579003,13286400,0.01953
7/27/1993,0.744141,0.769531,0.742188,0.765625,0.59416,14284800,-0.01563
7/28/1993,0.765625,0.765625,0.744141,0.75,0.582034,4000000,0.00391
7/29/1993,0.75,0.761719,0.742188,0.753906,0.585066,6201600,-0.01172
7/30/1993,0.746094,0.753906,0.742188,0.742188,0.575972,4153600,-0.0293
8/2/1993,0.753906,0.753906,0.710938,0.712891,0.553236,17254400,-0.00586
8/3/1993,0.71875,0.71875,0.683594,0.707031,0.548689,35795200,0.01172
8/4/1993,0.714844,0.730469,0.707031,0.71875,0.557783,9862400,0.02344
8/5/1993,0.722656,0.742188,0.710938,0.742188,0.575972,20044800,0.00391
8/6/1993,0.75,0.753906,0.742188,0.746094,0.579003,11974400,0.01953
8/9/1993,0.746094,0.769531,0.742188,0.765625,0.59416,12998400,-0.00781
8/10/1993,0.765625,0.765625,0.753906,0.757813,0.588098,2624000,0.01758
8/11/1993,0.761719,0.777344,0.753906,0.775391,0.601739,10720000,-0.02149
8/12/1993,0.78125,0.78125,0.75,0.753906,0.585066,18336000,0
8/13/1993,0.753906,0.753906,0.742188,0.753906,0.585066,6444800,0
8/16/1993,0.753906,0.753906,0.746094,0.753906,0.585066,2073600,0.00781
8/17/1993,0.742188,0.761719,0.734375,0.761719,0.591129,8627200,-0.02734
8/18/1993,0.746094,0.753906,0.734375,0.734375,0.569909,9785600,-0.00391
8/19/1993,0.742188,0.746094,0.722656,0.730469,0.566877,7392000,-0.02344
8/20/1993,0.726563,0.726563,0.695313,0.707031,0.548689,24614400,0.02734
8/23/1993,0.710938,0.738281,0.703125,0.734375,0.569909,14201600,-0.00391
8/24/1993,0.734375,0.738281,0.726563,0.730469,0.566877,11571200,0.01172
8/25/1993,0.734375,0.742188,0.726563,0.742188,0.575972,11225600,-0.00391
8/26/1993,0.742188,0.742188,0.730469,0.738281,0.57294,11315200,0
8/27/1993,0.742188,0.75,0.730469,0.738281,0.57294,12691200,0.03125
8/30/1993,0.75,0.769531,0.738281,0.769531,0.597192,27353600,-0.01172
8/31/1993,0.773438,0.777344,0.753906,0.757813,0.588098,7801600,0.03125
9/1/1993,0.753906,0.796875,0.753906,0.789063,0.612349,24608000,0.02344
9/2/1993,0.796875,0.8125,0.792969,0.8125,0.630537,14361600,-0.01953
9/3/1993,0.8125,0.8125,0.792969,0.792969,0.61538,15161600,-0.03125
9/7/1993,0.789063,0.796875,0.761719,0.761719,0.591129,15987200,0.00391
9/8/1993,0.761719,0.765625,0.734375,0.765625,0.59416,21209600,0.01563
9/9/1993,0.757813,0.789063,0.738281,0.78125,0.606286,24723200,0.00781
9/10/1993,0.777344,0.792969,0.777344,0.789063,0.612349,13216000,-0.01172
9/13/1993,0.789063,0.789063,0.769531,0.777344,0.603254,6419200,-0.01563
9/14/1993,0.765625,0.773438,0.75,0.761719,0.591129,12627200,-0.00781
9/15/1993,0.753906,0.757813,0.742188,0.753906,0.585066,8723200,0
9/16/1993,0.753906,0.757813,0.746094,0.753906,0.585066,3001600,0
9/17/1993,0.746094,0.761719,0.742188,0.753906,0.585066,9516800,-0.01172
9/20/1993,0.75,0.757813,0.742188,0.742188,0.575972,10265600,-0.00781
9/21/1993,0.746094,0.753906,0.726563,0.734375,0.569909,8051200,0.03125
9/22/1993,0.734375,0.769531,0.734375,0.765625,0.59416,10572800,-0.00391
9/23/1993,0.765625,0.773438,0.751953,0.761719,0.591129,11603200,0.00391
9/24/1993,0.753906,0.765625,0.753906,0.765625,0.59416,3142400,0.01953
9/27/1993,0.765625,0.792969,0.753906,0.785156,0.609317,11936000,0.03125
9/28/1993,0.792969,0.820313,0.785156,0.816406,0.633569,19296000,0.01953
9/29/1993,0.816406,0.84375,0.8125,0.835938,0.648726,29811200,0.01953
9/30/1993,0.84375,0.882813,0.835938,0.855469,0.663883,23881600,-0.01953
10/1/1993,0.859375,0.859375,0.835938,0.835938,0.648726,11289600,-0.00781
10/4/1993,0.84375,0.84375,0.8125,0.828125,0.642663,10928000,-0.00781
10/5/1993,0.835938,0.835938,0.804688,0.820313,0.6366,9113600,-0.00781
10/6/1993,0.820313,0.820313,0.789063,0.8125,0.630537,10025600,0.03906
10/7/1993,0.820313,0.867188,0.804688,0.851563,0.660852,26134400,0
10/8/1993,0.851563,0.859375,0.835938,0.851563,0.660852,13430400,0
10/11/1993,0.867188,0.867188,0.8125,0.851563,0.660852,16281600,0
10/12/1993,0.851563,0.859375,0.835938,0.851563,0.660852,9689600,-0.00781
10/13/1993,0.859375,0.867188,0.835938,0.84375,0.654789,5667200,0.00781
10/14/1993,0.851563,0.851563,0.835938,0.851563,0.660852,3968000,0
10/15/1993,0.851563,0.875,0.835938,0.851563,0.660852,12083200,0
10/18/1993,0.84375,0.859375,0.835938,0.851563,0.660852,5200000,-0.03906
10/19/1993,0.851563,0.851563,0.804688,0.8125,0.630537,6451200,-0.01563
10/20/1993,0.820313,0.835938,0.796875,0.796875,0.618412,8924800,0.05469
10/21/1993,0.804688,0.851563,0.789063,0.851563,0.660852,9440000,-0.00781
10/22/1993,0.851563,0.875,0.820313,0.84375,0.654789,6227200,-0.03125
10/25/1993,0.84375,0.84375,0.796875,0.8125,0.630537,4048000,0
10/26/1993,0.828125,0.828125,0.804688,0.8125,0.630537,2019200,0
10/27/1993,0.828125,0.835938,0.8125,0.8125,0.630537,2880000,0.03125
10/28/1993,0.8125,0.851563,0.8125,0.84375,0.654789,8435200,-0.00781
